lat;lon ;RR ; Wet_Climat_Freq
0.85;38.7;0.00;0.25
0.85;38.75;0.00;0.25
0.85;38.8;0.00;0.25
0.85;38.85;0.00;0.25
0.85;38.9;0.00;0.25
0.85;38.95;0.00;0.25
0.85;39;0.00;0.25
0.85;39.05;0.00;0.25
0.85;39.1;0.00;0.38
0.85;39.25;0.00;0.38
0.85;39.3;0.00;0.38
0.85;39.35;0.00;0.38
0.85;39.9;0.00;0.50
0.85;39.95;0.00;0.63
0.85;40;0.00;0.75
0.8;33.8;0.63;0.00
0.8;33.85;0.63;0.00
0.8;33.9;0.63;0.00
0.8;33.95;0.63;0.00
0.8;34;0.63;0.00
0.8;34.05;0.63;0.00
0.8;34.1;0.63;0.00
0.8;34.15;0.63;0.00
0.8;34.2;0.63;0.00
0.8;34.25;0.63;0.00
0.8;34.3;0.63;0.00
0.8;34.35;0.50;0.00
0.8;37.55;0.50;0.00
0.8;37.6;0.50;0.00
0.8;37.65;0.50;0.00
0.8;37.7;0.50;0.00
0.8;33;0.38;0.00
0.8;33.05;0.38;0.00
0.8;33.1;0.38;0.00
0.8;33.15;0.38;0.00
0.8;33.2;0.38;0.00
0.8;33.5;0.38;0.00
0.8;34.4;0.38;0.00
0.8;34.45;0.38;0.00
0.8;34.5;0.38;0.00
0.8;34.85;0.38;0.00
0.8;36.8;0.38;0.00
0.8;37.05;0.38;0.00
0.8;37.1;0.38;0.00
0.8;37.15;0.38;0.00
0.8;37.25;0.38;0.00
0.8;37.3;0.38;0.00
0.8;37.35;0.38;0.00
0.8;37.4;0.38;0.00
0.8;37.45;0.38;0.00
0.8;37.5;0.38;0.00
0.8;38.15;0.38;0.13
0.8;40.2;0.38;0.13
0.8;33.3;0.25;0.00
0.8;33.6;0.25;0.00
0.8;33.65;0.25;0.00
0.8;34.55;0.25;0.00
0.8;34.6;0.25;0.00
0.8;34.7;0.25;0.00
0.8;34.95;0.25;0.00
0.8;35;0.25;0.00
0.8;35.05;0.25;0.00
0.8;35.1;0.25;0.00
0.8;35.3;0.25;0.00
0.8;35.35;0.25;0.00
0.8;35.4;0.25;0.00
0.8;35.45;0.25;0.00
0.8;36.4;0.25;0.00
0.8;36.6;0.25;0.00
0.8;36.65;0.25;0.00
0.8;36.7;0.25;0.00
0.8;36.75;0.25;0.00
0.8;36.85;0.25;0.00
0.8;36.9;0.25;0.00
0.8;36.95;0.25;0.00
0.8;37;0.25;0.00
0.8;37.2;0.25;0.00
0.8;39.85;0.25;0.13
0.8;40.05;0.25;0.13
0.8;40.1;0.25;0.13
0.8;40.25;0.25;0.13
0.8;40.3;0.25;0.13
0.8;33.4;0.13;0.00
0.8;33.45;0.13;0.00
0.8;33.55;0.13;0.00
0.8;33.7;0.13;0.00
0.8;33.75;0.13;0.00
0.8;34.8;0.13;0.00
0.8;34.9;0.13;0.00
0.8;35.15;0.13;0.00
0.8;35.2;0.13;0.00
0.8;35.25;0.13;0.00
0.8;35.5;0.13;0.00
0.8;35.55;0.13;0.00
0.8;35.8;0.13;0.00
0.8;35.85;0.13;0.00
0.8;36.1;0.13;0.00
0.8;36.15;0.13;0.00
0.8;36.2;0.13;0.00
0.8;36.25;0.13;0.00
0.8;36.3;0.13;0.00
0.8;36.35;0.13;0.00
0.8;36.45;0.13;0.00
0.8;36.5;0.13;0.00
0.8;36.55;0.13;0.00
0.8;38;0.13;0.25
0.8;38.05;0.13;0.13
0.8;38.1;0.13;0.13
0.8;39.15;0.13;0.25
0.8;39.2;0.13;0.38
0.8;39.45;0.13;0.25
0.8;39.5;0.13;0.13
0.8;39.55;0.13;0.13
0.8;39.6;0.13;0.13
0.8;39.65;0.13;0.13
0.8;39.7;0.13;0.13
0.8;39.75;0.13;0.13
0.8;39.8;0.13;0.13
0.8;40.15;0.13;0.13
0.8;40.35;0.13;0.13
0.8;40.4;0.13;0.13
0.8;40.45;0.13;0.13
0.8;40.5;0.13;0.25
0.8;40.55;0.13;0.25
0.8;40.6;0.13;0.13
0.8;33.25;0.00;0.75
0.8;33.35;0.00;0.00
0.8;34.65;0.00;0.00
0.8;34.75;0.00;0.00
0.8;35.6;0.00;0.00
0.8;35.65;0.00;0.00
0.8;35.7;0.00;0.00
0.8;35.75;0.00;0.00
0.8;35.9;0.00;0.00
0.8;35.95;0.00;0.00
0.8;36;0.00;0.00
0.8;36.05;0.00;0.00
0.8;37.75;0.00;0.50
0.8;37.8;0.00;0.50
0.8;37.85;0.00;0.63
0.8;37.9;0.00;0.50
0.8;37.95;0.00;0.38
0.8;38.2;0.00;0.63
0.8;38.25;0.00;0.38
0.8;38.3;0.00;0.38
0.8;38.35;0.00;0.25
0.8;38.4;0.00;0.25
0.8;38.45;0.00;0.25
0.8;38.5;0.00;0.25
0.8;38.55;0.00;0.25
0.8;38.6;0.00;0.25
0.8;38.65;0.00;0.25
0.8;38.7;0.00;0.25
0.8;38.75;0.00;0.25
0.8;38.8;0.00;0.25
0.8;38.85;0.00;0.25
0.8;38.9;0.00;0.25
0.8;38.95;0.00;0.25
0.8;39;0.00;0.25
0.8;39.05;0.00;0.25
0.8;39.1;0.00;0.63
0.8;39.25;0.00;0.38
0.8;39.3;0.00;0.38
0.8;39.35;0.00;0.38
0.8;39.4;0.00;0.38
0.8;39.9;0.00;0.50
0.8;39.95;0.00;0.63
0.8;40;0.00;0.63
0.75;34;0.75;0.00
0.75;33.8;0.63;0.00
0.75;33.95;0.63;0.00
0.75;34.05;0.63;0.00
0.75;34.1;0.63;0.00
0.75;34.15;0.63;0.00
0.75;34.2;0.63;0.00
0.75;34.25;0.63;0.00
0.75;39.1;0.63;0.13
0.75;33.65;0.50;0.00
0.75;33.7;0.50;0.00
0.75;33.75;0.50;0.00
0.75;33.85;0.50;0.00
0.75;37.55;0.50;0.00
0.75;37.6;0.50;0.00
0.75;37.65;0.50;0.00
0.75;40.2;0.50;0.13
0.75;33.05;0.38;0.00
0.75;33.15;0.38;0.00
0.75;33.2;0.38;0.00
0.75;33.5;0.38;0.00
0.75;33.6;0.38;0.00
0.75;33.9;0.38;0.00
0.75;34.3;0.38;0.00
0.75;34.45;0.38;0.00
0.75;36.7;0.38;0.00
0.75;36.75;0.38;0.00
0.75;36.8;0.38;0.00
0.75;36.95;0.38;0.00
0.75;37.35;0.38;0.00
0.75;37.4;0.38;0.00
0.75;37.45;0.38;0.00
0.75;37.5;0.38;0.00
0.75;38.15;0.38;0.13
0.75;40.25;0.38;0.13
0.75;33.1;0.25;0.00
0.75;33.25;0.25;0.00
0.75;33.35;0.25;0.00
0.75;33.4;0.25;0.00
0.75;33.45;0.25;0.00
0.75;33.55;0.25;0.00
0.75;34.35;0.25;0.00
0.75;34.4;0.25;0.00
0.75;34.5;0.25;0.00
0.75;34.65;0.25;0.00
0.75;34.75;0.25;0.00
0.75;34.8;0.25;0.00
0.75;34.85;0.25;0.00
0.75;34.9;0.25;0.00
0.75;34.95;0.25;0.00
0.75;35;0.25;0.00
0.75;35.05;0.25;0.00
0.75;35.1;0.25;0.00
0.75;35.3;0.25;0.00
0.75;35.35;0.25;0.00
0.75;35.55;0.25;0.00
0.75;36.1;0.25;0.00
0.75;36.15;0.25;0.00
0.75;36.2;0.25;0.00
0.75;36.25;0.25;0.00
0.75;36.85;0.25;0.00
0.75;36.9;0.25;0.00
0.75;37;0.25;0.00
0.75;37.2;0.25;0.00
0.75;37.25;0.25;0.00
0.75;37.3;0.25;0.00
0.75;40.1;0.25;0.13
0.75;40.15;0.25;0.13
0.75;40.3;0.25;0.13
0.75;33.3;0.13;0.00
0.75;34.55;0.13;0.00
0.75;34.6;0.13;0.00
0.75;34.7;0.13;0.00
0.75;35.15;0.13;0.00
0.75;35.2;0.13;0.00
0.75;35.25;0.13;0.00
0.75;35.4;0.13;0.00
0.75;35.45;0.13;0.00
0.75;35.5;0.13;0.00
0.75;35.6;0.13;0.00
0.75;35.65;0.13;0.00
0.75;35.7;0.13;0.00
0.75;36.3;0.13;0.00
0.75;36.35;0.13;0.00
0.75;36.55;0.13;0.00
0.75;37.15;0.13;0.00
0.75;38;0.13;0.25
0.75;38.05;0.13;0.13
0.75;38.1;0.13;0.13
0.75;39.15;0.13;0.25
0.75;39.2;0.13;0.25
0.75;39.45;0.13;0.25
0.75;39.5;0.13;0.25
0.75;39.55;0.13;0.25
0.75;39.6;0.13;0.13
0.75;39.65;0.13;0.13
0.75;39.7;0.13;0.13
0.75;39.75;0.13;0.13
0.75;40.35;0.13;0.13
0.75;40.4;0.13;0.13
0.75;40.45;0.13;0.13
0.75;40.5;0.13;0.25
0.75;40.6;0.13;0.13
0.75;35.75;0.00;0.00
0.75;35.8;0.00;0.00
0.75;35.85;0.00;0.00
0.75;35.9;0.00;0.00
0.75;35.95;0.00;0.00
0.75;36;0.00;0.00
0.75;36.05;0.00;0.00
0.75;36.4;0.00;0.00
0.75;36.45;0.00;0.00
0.75;36.5;0.00;0.00
0.75;36.6;0.00;0.50
0.75;36.65;0.00;0.63
0.75;37.05;0.00;0.00
0.75;37.1;0.00;0.00
0.75;37.7;0.00;0.38
0.75;37.75;0.00;0.38
0.75;37.8;0.00;0.50
0.75;37.85;0.00;0.38
0.75;37.9;0.00;0.38
0.75;37.95;0.00;0.38
0.75;38.2;0.00;0.75
0.75;38.25;0.00;0.38
0.75;38.3;0.00;0.38
0.75;38.35;0.00;0.50
0.75;38.4;0.00;0.38
0.75;38.45;0.00;0.38
0.75;38.5;0.00;0.25
0.75;38.55;0.00;0.25
0.75;38.6;0.00;0.25
0.75;38.65;0.00;0.25
0.75;38.7;0.00;0.25
0.75;38.75;0.00;0.25
0.75;38.8;0.00;0.25
0.75;38.85;0.00;0.25
0.75;38.9;0.00;0.25
0.75;38.95;0.00;0.25
0.75;39;0.00;0.25
0.75;39.05;0.00;0.25
0.75;39.25;0.00;0.38
0.75;39.3;0.00;0.38
0.75;39.35;0.00;0.38
0.75;39.4;0.00;0.38
0.75;39.8;0.00;0.63
0.75;39.85;0.00;0.50
0.75;39.9;0.00;0.50
0.75;39.95;0.00;0.50
0.75;40;0.00;0.63
0.75;40.05;0.00;0.63
0.75;40.55;0.00;0.38
0.7;33.8;0.63;0.00
0.7;33.95;0.63;0.00
0.7;34;0.63;0.00
0.7;34.05;0.63;0.00
0.7;34.1;0.63;0.00
0.7;34.15;0.63;0.00
0.7;34.2;0.63;0.00
0.7;34.25;0.63;0.00
0.7;37.65;0.63;0.00
0.7;37.7;0.63;0.00
0.7;33.7;0.50;0.00
0.7;33.75;0.50;0.00
0.7;33.9;0.50;0.00
0.7;36.7;0.50;0.00
0.7;33.15;0.38;0.00
0.7;33.2;0.38;0.00
0.7;33.65;0.38;0.00
0.7;33.85;0.38;0.00
0.7;34.3;0.38;0.00
0.7;36.75;0.38;0.00
0.7;37;0.38;0.00
0.7;37.35;0.38;0.00
0.7;37.4;0.38;0.00
0.7;37.45;0.38;0.00
0.7;37.5;0.38;0.00
0.7;37.55;0.38;0.00
0.7;37.6;0.38;0.00
0.7;33.05;0.25;0.00
0.7;33.1;0.25;0.00
0.7;33.25;0.25;0.00
0.7;33.3;0.25;0.00
0.7;33.4;0.25;0.00
0.7;33.5;0.25;0.00
0.7;33.6;0.25;0.00
0.7;34.35;0.25;0.00
0.7;34.55;0.25;0.00
0.7;34.65;0.25;0.00
0.7;34.75;0.25;0.00
0.7;34.8;0.25;0.00
0.7;34.95;0.25;0.00
0.7;35;0.25;0.00
0.7;35.05;0.25;0.00
0.7;35.1;0.25;0.00
0.7;35.15;0.25;0.00
0.7;35.2;0.25;0.00
0.7;36.1;0.25;0.00
0.7;36.15;0.25;0.00
0.7;36.8;0.25;0.00
0.7;36.85;0.25;0.00
0.7;36.9;0.25;0.00
0.7;36.95;0.25;0.00
0.7;37.3;0.25;0.00
0.7;38.15;0.25;0.13
0.7;38.2;0.25;0.13
0.7;40.15;0.25;0.13
0.7;40.2;0.25;0.13
0.7;40.25;0.25;0.13
0.7;40.3;0.25;0.13
0.7;33.35;0.13;0.00
0.7;33.55;0.13;0.00
0.7;34.4;0.13;0.00
0.7;34.45;0.13;0.00
0.7;34.5;0.13;0.00
0.7;34.6;0.13;0.00
0.7;34.9;0.13;0.00
0.7;35.3;0.13;0.00
0.7;35.35;0.13;0.00
0.7;35.4;0.13;0.00
0.7;35.6;0.13;0.00
0.7;36.05;0.13;0.00
0.7;37.05;0.13;0.00
0.7;37.2;0.13;0.00
0.7;37.25;0.13;0.00
0.7;38;0.13;0.38
0.7;38.05;0.13;0.38
0.7;38.1;0.13;0.13
0.7;39.15;0.13;0.25
0.7;39.55;0.13;0.13
0.7;39.6;0.13;0.13
0.7;39.65;0.13;0.13
0.7;39.7;0.13;0.13
0.7;39.75;0.13;0.13
0.7;40.35;0.13;0.13
0.7;40.4;0.13;0.13
0.7;40.45;0.13;0.13
0.7;40.5;0.13;0.13
0.7;40.55;0.13;0.13
0.7;40.6;0.13;0.13
0.7;33.45;0.00;0.88
0.7;34.7;0.00;0.00
0.7;34.85;0.00;0.00
0.7;35.25;0.00;0.00
0.7;35.45;0.00;0.00
0.7;35.5;0.00;0.00
0.7;35.55;0.00;0.00
0.7;35.65;0.00;0.00
0.7;35.7;0.00;0.00
0.7;35.75;0.00;0.00
0.7;35.8;0.00;0.00
0.7;35.85;0.00;0.00
0.7;35.9;0.00;0.00
0.7;35.95;0.00;0.00
0.7;36;0.00;0.00
0.7;36.2;0.00;0.00
0.7;36.25;0.00;0.00
0.7;36.3;0.00;0.00
0.7;36.35;0.00;0.00
0.7;36.4;0.00;0.00
0.7;36.45;0.00;0.00
0.7;36.5;0.00;0.00
0.7;36.55;0.00;0.00
0.7;36.6;0.00;0.38
0.7;36.65;0.00;0.50
0.7;37.1;0.00;0.00
0.7;37.15;0.00;0.00
0.7;37.75;0.00;0.38
0.7;37.8;0.00;0.38
0.7;37.85;0.00;0.50
0.7;37.9;0.00;0.38
0.7;37.95;0.00;0.38
0.7;38.25;0.00;0.63
0.7;38.3;0.00;0.63
0.7;38.35;0.00;0.50
0.7;38.4;0.00;0.63
0.7;38.45;0.00;0.38
0.7;38.5;0.00;0.38
0.7;38.55;0.00;0.50
0.7;38.6;0.00;0.25
0.7;38.65;0.00;0.25
0.7;38.7;0.00;0.25
0.7;38.75;0.00;0.25
0.7;38.8;0.00;0.25
0.7;38.85;0.00;0.25
0.7;38.9;0.00;0.25
0.7;38.95;0.00;0.25
0.7;39;0.00;0.25
0.7;39.05;0.00;0.38
0.7;39.1;0.00;0.50
0.7;39.2;0.00;0.25
0.7;39.25;0.00;0.50
0.7;39.3;0.00;0.50
0.7;39.35;0.00;0.50
0.7;39.4;0.00;0.38
0.7;39.45;0.00;0.25
0.7;39.5;0.00;0.13
0.7;39.8;0.00;0.63
0.7;39.85;0.00;0.63
0.7;39.9;0.00;0.50
0.7;39.95;0.00;0.50
0.7;40;0.00;0.63
0.7;40.05;0.00;0.75
0.7;40.1;0.00;0.75
0.65;33.95;0.63;0.00
0.65;34;0.63;0.00
0.65;34.05;0.63;0.00
0.65;34.1;0.63;0.00
0.65;34.15;0.63;0.00
0.65;34.2;0.63;0.00
0.65;33.65;0.50;0.00
0.65;33.7;0.50;0.00
0.65;33.8;0.50;0.00
0.65;33.9;0.50;0.00
0.65;34.25;0.50;0.00
0.65;33.15;0.38;0.00
0.65;33.2;0.38;0.00
0.65;33.75;0.38;0.00
0.65;33.85;0.38;0.00
0.65;37.5;0.38;0.00
0.65;37.55;0.38;0.00
0.65;37.6;0.38;0.00
0.65;37.65;0.38;0.00
0.65;39.05;0.38;0.13
0.65;33.1;0.25;0.00
0.65;33.25;0.25;0.00
0.65;33.3;0.25;0.00
0.65;33.55;0.25;0.00
0.65;34.3;0.25;0.00
0.65;34.35;0.25;0.00
0.65;34.95;0.25;0.00
0.65;35;0.25;0.00
0.65;35.05;0.25;0.00
0.65;35.1;0.25;0.00
0.65;35.15;0.25;0.00
0.65;35.2;0.25;0.00
0.65;36.6;0.25;0.00
0.65;36.65;0.25;0.00
0.65;36.7;0.25;0.00
0.65;36.75;0.25;0.00
0.65;36.8;0.25;0.00
0.65;37;0.25;0.00
0.65;37.35;0.25;0.00
0.65;37.4;0.25;0.00
0.65;37.45;0.25;0.00
0.65;38.1;0.25;0.25
0.65;38.15;0.25;0.13
0.65;38.2;0.25;0.13
0.65;38.4;0.25;0.13
0.65;39.35;0.25;0.00
0.65;40.2;0.25;0.13
0.65;40.25;0.25;0.13
0.65;40.3;0.25;0.13
0.65;33.35;0.13;0.00
0.65;33.45;0.13;0.00
0.65;34.4;0.13;0.00
0.65;34.45;0.13;0.00
0.65;34.5;0.13;0.00
0.65;34.55;0.13;0.00
0.65;34.6;0.13;0.00
0.65;34.65;0.13;0.00
0.65;34.7;0.13;0.00
0.65;34.9;0.13;0.00
0.65;35.3;0.13;0.00
0.65;35.35;0.13;0.00
0.65;35.4;0.13;0.00
0.65;35.45;0.13;0.00
0.65;36.05;0.13;0.00
0.65;36.1;0.13;0.00
0.65;36.15;0.13;0.00
0.65;36.95;0.13;0.00
0.65;38;0.13;0.38
0.65;38.05;0.13;0.38
0.65;39.1;0.13;0.13
0.65;39.55;0.13;0.13
0.65;39.6;0.13;0.13
0.65;39.65;0.13;0.13
0.65;39.7;0.13;0.13
0.65;40.35;0.13;0.13
0.65;40.4;0.13;0.13
0.65;40.45;0.13;0.13
0.65;40.5;0.13;0.13
0.65;40.55;0.13;0.13
0.65;40.6;0.13;0.13
0.65;33.4;0.00;0.00
0.65;33.5;0.00;0.88
0.65;33.6;0.00;0.75
0.65;34.75;0.00;0.00
0.65;34.8;0.00;0.00
0.65;34.85;0.00;0.00
0.65;35.25;0.00;0.00
0.65;35.5;0.00;0.00
0.65;35.55;0.00;0.00
0.65;35.6;0.00;0.00
0.65;35.65;0.00;0.00
0.65;35.7;0.00;0.00
0.65;35.75;0.00;0.00
0.65;35.8;0.00;0.00
0.65;35.85;0.00;0.00
0.65;35.9;0.00;0.00
0.65;35.95;0.00;0.00
0.65;36;0.00;0.00
0.65;36.2;0.00;0.00
0.65;36.25;0.00;0.00
0.65;36.3;0.00;0.00
0.65;36.35;0.00;0.00
0.65;36.4;0.00;0.00
0.65;36.45;0.00;0.00
0.65;36.5;0.00;0.00
0.65;36.55;0.00;0.00
0.65;36.85;0.00;0.00
0.65;36.9;0.00;0.00
0.65;37.05;0.00;0.00
0.65;37.1;0.00;0.00
0.65;37.15;0.00;0.00
0.65;37.2;0.00;0.00
0.65;37.25;0.00;0.00
0.65;37.3;0.00;0.00
0.65;37.7;0.00;0.38
0.65;37.75;0.00;0.38
0.65;37.8;0.00;0.38
0.65;37.85;0.00;0.50
0.65;37.9;0.00;0.50
0.65;37.95;0.00;0.50
0.65;38.25;0.00;0.75
0.65;38.3;0.00;0.63
0.65;38.35;0.00;0.75
0.65;38.45;0.00;0.63
0.65;38.5;0.00;0.50
0.65;38.55;0.00;0.38
0.65;38.6;0.00;0.25
0.65;38.65;0.00;0.25
0.65;38.7;0.00;0.25
0.65;38.75;0.00;0.25
0.65;38.8;0.00;0.38
0.65;38.85;0.00;0.38
0.65;38.9;0.00;0.38
0.65;38.95;0.00;0.25
0.65;39;0.00;0.38
0.65;39.15;0.00;0.25
0.65;39.2;0.00;0.25
0.65;39.25;0.00;0.50
0.65;39.3;0.00;0.50
0.65;39.4;0.00;0.38
0.65;39.45;0.00;0.25
0.65;39.5;0.00;0.13
0.65;39.75;0.00;0.75
0.65;39.8;0.00;0.63
0.65;39.85;0.00;0.50
0.65;39.9;0.00;0.50
0.65;39.95;0.00;0.50
0.65;40;0.00;0.75
0.65;40.05;0.00;0.75
0.65;40.1;0.00;0.75
0.65;40.15;0.00;0.63
0.6;34.15;0.63;0.00
0.6;34.2;0.63;0.00
0.6;33.55;0.50;0.00
0.6;33.8;0.50;0.00
0.6;33.9;0.50;0.00
0.6;34.05;0.50;0.00
0.6;34.25;0.50;0.00
0.6;37.65;0.50;0.00
0.6;39.2;0.50;0.00
0.6;33.85;0.38;0.00
0.6;37.55;0.38;0.00
0.6;37.6;0.38;0.00
0.6;40.2;0.38;0.13
0.6;40.25;0.38;0.13
0.6;33.2;0.25;0.00
0.6;33.35;0.25;0.00
0.6;34.3;0.25;0.00
0.6;34.4;0.25;0.00
0.6;34.65;0.25;0.00
0.6;34.95;0.25;0.00
0.6;35.05;0.25;0.00
0.6;35.15;0.25;0.00
0.6;35.2;0.25;0.00
0.6;35.25;0.25;0.00
0.6;37.5;0.25;0.00
0.6;38.2;0.25;0.13
0.6;38.25;0.25;0.13
0.6;39.05;0.25;0.13
0.6;40.35;0.25;0.13
0.6;33.15;0.13;0.00
0.6;33.25;0.13;0.00
0.6;33.3;0.13;0.00
0.6;33.45;0.13;0.00
0.6;33.5;0.13;0.00
0.6;33.75;0.13;0.00
0.6;34.35;0.13;0.00
0.6;34.45;0.13;0.00
0.6;34.5;0.13;0.00
0.6;34.55;0.13;0.00
0.6;34.6;0.13;0.00
0.6;35;0.13;0.00
0.6;35.1;0.13;0.00
0.6;35.3;0.13;0.00
0.6;35.4;0.13;0.00
0.6;36.05;0.13;0.00
0.6;36.1;0.13;0.00
0.6;36.15;0.13;0.00
0.6;36.2;0.13;0.00
0.6;36.25;0.13;0.00
0.6;36.3;0.13;0.00
0.6;37.4;0.13;0.00
0.6;37.95;0.13;0.50
0.6;38;0.13;0.38
0.6;38.05;0.13;0.38
0.6;38.1;0.13;0.25
0.6;38.15;0.13;0.13
0.6;39.25;0.13;0.00
0.6;39.3;0.13;0.00
0.6;39.35;0.13;0.00
0.6;39.4;0.13;0.00
0.6;39.5;0.13;0.13
0.6;39.55;0.13;0.13
0.6;39.6;0.13;0.13
0.6;40.3;0.13;0.13
0.6;40.4;0.13;0.13
0.6;40.45;0.13;0.13
0.6;40.5;0.13;0.13
0.6;40.55;0.13;0.13
0.6;40.6;0.13;0.13
0.6;33.4;0.00;0.00
0.6;33.6;0.00;0.13
0.6;33.65;0.00;0.63
0.6;33.7;0.00;0.88
0.6;33.95;0.00;0.75
0.6;34;0.00;0.75
0.6;34.1;0.00;0.75
0.6;34.7;0.00;0.00
0.6;34.75;0.00;0.00
0.6;34.8;0.00;0.00
0.6;34.85;0.00;0.00
0.6;34.9;0.00;0.00
0.6;35.35;0.00;0.00
0.6;35.45;0.00;0.00
0.6;35.5;0.00;0.00
0.6;35.55;0.00;0.00
0.6;35.6;0.00;0.00
0.6;35.65;0.00;0.00
0.6;35.7;0.00;0.00
0.6;35.75;0.00;0.00
0.6;35.8;0.00;0.00
0.6;35.85;0.00;0.00
0.6;35.9;0.00;0.00
0.6;35.95;0.00;0.00
0.6;36;0.00;0.00
0.6;36.35;0.00;0.00
0.6;36.4;0.00;0.00
0.6;36.45;0.00;0.00
0.6;36.5;0.00;0.00
0.6;36.55;0.00;0.00
0.6;36.6;0.00;0.00
0.6;36.65;0.00;0.00
0.6;36.7;0.00;0.00
0.6;36.75;0.00;0.00
0.6;36.8;0.00;0.00
0.6;36.85;0.00;0.00
0.6;36.9;0.00;0.00
0.6;36.95;0.00;0.00
0.6;37;0.00;0.00
0.6;37.05;0.00;0.00
0.6;37.1;0.00;0.00
0.6;37.15;0.00;0.00
0.6;37.2;0.00;0.00
0.6;37.25;0.00;0.00
0.6;37.3;0.00;0.00
0.6;37.35;0.00;0.00
0.6;37.45;0.00;0.00
0.6;37.7;0.00;0.38
0.6;37.75;0.00;0.38
0.6;37.8;0.00;0.38
0.6;37.85;0.00;0.38
0.6;37.9;0.00;0.50
0.6;38.3;0.00;0.75
0.6;38.35;0.00;0.63
0.6;38.4;0.00;0.50
0.6;38.45;0.00;0.63
0.6;38.5;0.00;0.50
0.6;38.55;0.00;0.38
0.6;38.6;0.00;0.25
0.6;38.65;0.00;0.25
0.6;38.7;0.00;0.25
0.6;38.75;0.00;0.25
0.6;38.8;0.00;0.25
0.6;38.85;0.00;0.38
0.6;38.9;0.00;0.38
0.6;38.95;0.00;0.38
0.6;39;0.00;0.38
0.6;39.1;0.00;0.13
0.6;39.15;0.00;0.25
0.6;39.45;0.00;0.38
0.6;39.65;0.00;0.88
0.6;39.7;0.00;0.63
0.6;39.75;0.00;0.50
0.6;39.8;0.00;0.38
0.6;39.85;0.00;0.50
0.6;39.9;0.00;0.50
0.6;39.95;0.00;0.50
0.6;40;0.00;0.63
0.6;40.05;0.00;0.63
0.6;40.1;0.00;0.63
0.6;40.15;0.00;0.75
0.55;34.15;0.63;0.00
0.55;34.2;0.63;0.00
0.55;34.25;0.63;0.00
0.55;37.65;0.63;0.00
0.55;34.05;0.50;0.00
0.55;37.8;0.50;0.00
0.55;37.85;0.50;0.00
0.55;38.35;0.50;0.13
0.55;33.85;0.38;0.00
0.55;34.3;0.38;0.00
0.55;37.55;0.38;0.00
0.55;37.6;0.38;0.00
0.55;38.3;0.38;0.13
0.55;39.05;0.38;0.13
0.55;34.35;0.25;0.00
0.55;34.4;0.25;0.00
0.55;34.6;0.25;0.00
0.55;34.65;0.25;0.00
0.55;35.2;0.25;0.00
0.55;36.5;0.25;0.00
0.55;38.25;0.25;0.13
0.55;40.35;0.25;0.13
0.55;33.15;0.13;0.00
0.55;33.2;0.13;0.00
0.55;33.25;0.13;0.00
0.55;33.3;0.13;0.00
0.55;33.35;0.13;0.00
0.55;33.4;0.13;0.00
0.55;33.45;0.13;0.00
0.55;33.5;0.13;0.00
0.55;34.45;0.13;0.00
0.55;34.5;0.13;0.00
0.55;34.55;0.13;0.00
0.55;34.7;0.13;0.00
0.55;34.75;0.13;0.00
0.55;35;0.13;0.00
0.55;35.05;0.13;0.00
0.55;35.1;0.13;0.00
0.55;35.15;0.13;0.00
0.55;35.3;0.13;0.00
0.55;35.4;0.13;0.00
0.55;35.45;0.13;0.00
0.55;35.5;0.13;0.00
0.55;36.05;0.13;0.00
0.55;36.1;0.13;0.00
0.55;36.15;0.13;0.00
0.55;36.2;0.13;0.00
0.55;36.25;0.13;0.00
0.55;37.15;0.13;0.13
0.55;37.2;0.13;0.13
0.55;37.25;0.13;0.13
0.55;37.3;0.13;0.13
0.55;37.5;0.13;0.00
0.55;38;0.13;0.38
0.55;38.05;0.13;0.38
0.55;38.1;0.13;0.25
0.55;38.15;0.13;0.25
0.55;38.2;0.13;0.13
0.55;39.2;0.13;0.00
0.55;39.25;0.13;0.00
0.55;39.3;0.13;0.00
0.55;39.35;0.13;0.00
0.55;39.4;0.13;0.00
0.55;39.5;0.13;0.13
0.55;39.55;0.13;0.13
0.55;39.6;0.13;0.13
0.55;40.25;0.13;0.13
0.55;40.3;0.13;0.13
0.55;40.4;0.13;0.13
0.55;40.45;0.13;0.13
0.55;40.5;0.13;0.13
0.55;40.6;0.13;0.13
0.55;40.65;0.13;0.13
0.55;33.55;0.00;0.75
0.55;33.6;0.00;0.50
0.55;33.65;0.00;0.88
0.55;33.7;0.00;0.88
0.55;33.75;0.00;0.88
0.55;33.8;0.00;0.75
0.55;33.9;0.00;0.75
0.55;33.95;0.00;0.75
0.55;34;0.00;0.38
0.55;34.1;0.00;0.75
0.55;34.8;0.00;0.00
0.55;34.85;0.00;0.00
0.55;34.9;0.00;0.00
0.55;34.95;0.00;0.00
0.55;35.25;0.00;0.00
0.55;35.35;0.00;0.00
0.55;35.55;0.00;0.00
0.55;35.6;0.00;0.00
0.55;35.65;0.00;0.00
0.55;35.7;0.00;0.00
0.55;35.75;0.00;0.00
0.55;35.8;0.00;0.00
0.55;35.85;0.00;0.00
0.55;35.9;0.00;0.00
0.55;35.95;0.00;0.00
0.55;36;0.00;0.00
0.55;36.3;0.00;0.00
0.55;36.35;0.00;0.00
0.55;36.4;0.00;0.00
0.55;36.45;0.00;0.00
0.55;36.55;0.00;0.00
0.55;36.6;0.00;0.00
